reranked_order,definition_id,example_sn,example_cn,example_en,example_img,pinyin_id,hanzi,frequency_rank
8958,726611,1,银行定期存款的利息比活期存款要高不少。,The interest on fixed deposits in banks is considerably higher than on current accounts.,,72661,利息,3003
8959,910011,1,这家公司垄断了全国的电信市场，导致服务价格居高不下。,"This company monopolized the national telecommunications market, resulting in persistently high service prices.",,91001,垄断,3004
8960,870212,1,宏观经济政策对国家的发展起着至关重要的作用。,Macroeconomic policies play a crucial role in the development of a country.,,87021,宏观,3005
8961,870211,1,宏观世界的研究帮助我们更好地理解宇宙的运行规律。,The study of the macro world helps us better understand the laws governing the universe.,,87021,宏观,3005
8962,772811,1,这块奇石的形状像一只展翅高飞的雄鹰，非常独特。,"The shape of this peculiar rock resembles a soaring eagle, which is very unique.",,77281,形状,3006
8963,670811,1,她正在攻读计算机科学的本科课程。,She is pursuing an undergraduate course in computer science.,,67081,本科,3007
8964,89112,1,站在山顶上，视野非常开阔。,"Standing on the mountaintop, the view was very broad.",,8911,野,3008
8965,89113,1,这位官员因丑闻被迫下野。,This official was forced to step down due to a scandal.,,8911,野,3008
8966,89116,1,那只动物展现出强烈的野性，不愿被人驯服。,That animal displayed a strong wild nature and refused to be tamed.,,8911,野,3008
8967,89114,1,森林里生活着许多凶猛的野兽。,Many fierce wild animals live in the forest.,,8911,野,3008
8968,89115,1,他的行为显得十分野蛮，令人难以接受。,His behavior seemed extremely barbaric and difficult to accept.,,8911,野,3008
8969,89111,1,他们穿越了一片荒无人烟的旷野。,They crossed a desolate wilderness.,,8911,野,3008
8970,892611,1,调解纠纷需要耐心和公正，才能让双方信服。,Mediating disputes requires patience and fairness to convince both parties.,,89261,纠纷,3009
8971,117315,1,他急忙去邮局拍电报，通知家人。,He hurried to the post office to send a telegram to notify his family.,,11731,拍,3010
8972,117314,1,导演正在现场拍电影，气氛紧张而有序。,"The director is shooting a movie on set, and the atmosphere is tense but orderly.",,11731,拍,3010
8973,117311,1,孩子们在操场上开心地拍球。,The children were happily bouncing the ball on the playground.,,11731,拍,3010
8974,117316,1,他喜欢对领导吹吹拍拍。,He likes to flatter his leaders.,,11731,拍,3010
8975,117619,1,我横不那么办！,I absolutely won't do that!,,11761,横,3011
8976,117622,1,最近发生了一件横事，让他心情很不好。,"A violent incident happened recently, making him feel very bad.",,11762,横,3011
8977,117621,1,他的态度十分蛮横，让人难以接受。,"His attitude was extremely overbearing, making it hard to accept.",,11762,横,3011
8978,117620,1,今天下雨，他横不来了。,"It's raining today, so he definitely won't come.",,11761,横,3011
8979,117611,1,这幅书法作品挂在横额上非常合适。,This calligraphy work is very suitable to be hung on the horizontal plaque.,,11761,横,3011
8980,117612,1,黄河横贯本省。,The Yellow River runs across this province.,,11761,横,3011
8981,117613,1,这篇文章是横写的，看起来很特别。,"This article is written horizontally, which looks very special.",,11761,横,3011
8982,117616,1,这片土地上蔓草横生，显得荒凉无比。,The rampant weeds on this land make it look extremely desolate.,,11761,横,3011
8983,117617,1,他总是横加阻拦，让人感到非常无奈。,"He always obstructs arbitrarily, making people feel very helpless.",,11761,横,3011
8984,117614,1,这个建筑的横剖面设计得非常巧妙。,The cross-section of this building is designed very cleverly.,,11761,横,3011
8985,117615,1,把扁担横过来，这样更方便搬运。,"Turn the carrying pole horizontally, it will be more convenient for transportation.",,11761,横,3011
8986,89212,1,家训是家族传承的重要部分，影响深远。,"Family precepts are an important part of family heritage, with far-reaching influence.",,8921,训,3012
8987,89211,1,老师对学生的错误进行了严厉的教训。,The teacher gave the students a severe lesson for their mistakes.,,8921,训,3012
8988,89215,1,他正在研究古代经典的训诂。,He is studying the exegesis of ancient classics.,,8921,训,3012
8989,89214,1,这件事不足为训。,This matter is not worth following as an example.,,8921,训,3012
8990,89213,1,公司为员工提供了专业的培训课程。,The company provided professional training courses for its employees.,,8921,训,3012
8991,769011,1,离家多年后，他越发想念亲人，常常回忆起与家人在一起的时光。,"After being away from home for many years, he increasingly misses his family and often recalls the time spent with them.",,76901,想念,3013
8992,801113,1,历史上，这个地方曾经多次爆发战争。,"In history, this place has witnessed multiple outbreaks of war.",,80111,爆发,3014
8993,801112,1,由于政治局势紧张，两国之间随时可能爆发战争。,"Due to the tense political situation, war could break out between the two countries at any time.",,80111,爆发,3014
8994,801111,1,火山爆发，喷出了大量的岩浆和浓烟。,"The volcano erupted, spewing out a large amount of lava and thick smoke.",,80111,爆发,3014
8995,89413,1,这个案件将交由民庭审理。,This case will be handed over to the civil court for trial.,,8941,庭,3015
8996,89412,1,清晨的阳光洒满庭院，老人在树下悠闲地打着太极拳。,"The morning sun filled the courtyard, where an elderly person practiced Tai Chi leisurely under the tree.",,8941,庭,3015
8997,89411,1,在大庭广众之下，他表现得非常镇定。,"In front of a large audience, he remained very calm.",,8941,庭,3015
8998,892513,1,导演对这个长镜头非常满意，一气呵成地展现了整个场景。,"The director was very satisfied with this long take, which seamlessly presented the entire scene.",,89251,镜头,3016
8999,892512,1,这张照片的镜头捕捉到了孩子们纯真的笑容。,This photo captured the innocent smiles of children in the frame.,,89251,镜头,3016
9000,892511,1,摄影师仔细调整相机镜头，确保拍摄效果清晰。,The photographer carefully adjusted the camera lens to ensure clear shooting results.,,89251,镜头,3016
9001,2000134,1,董事长宣布了公司未来五年的发展规划。,The chairman announced the company's five-year development plan.,,200162,董事长,3017
9002,89612,1,这款新手机的性能赛过了市面上所有同类产品。,The performance of this new phone surpasses all similar products on the market.,,8961,赛,3018
9003,89611,1,学校组织了一场赛跑活动。,The school organized a running race.,,8961,赛,3018
9004,89613,1,祭赛是古代的一种传统仪式。,The sacrificial race was a traditional ceremony in ancient times.,,8961,赛,3018
9005,998411,1,多年以后回到故乡，发现这里的风物依旧，令人感慨万千。,"Returning to my hometown after many years, I found that the scenery here remains the same, evoking deep emotions.",,99841,依旧,3019
9006,984713,1,这件事已经杳无消耗。,There has been no news about this matter.,,98471,消耗,3020
9007,984711,1,长时间的工作会消耗精力，所以要注意休息。,"Long hours of work will consume energy, so it is important to rest.",,98471,消耗,3020
9008,984712,1,这场激烈的比赛消耗了运动员们全部的体力。,This intense competition exhausted all the athletes' physical strength.,,98471,消耗,3020
9009,887911,1,报名日期截至本月底止，请大家抓紧时间完成注册。,"The registration deadline is until the end of this month, so please hurry up and complete your registration.",,88791,截至,3021
9010,936111,1,大家齐心协力清除积雪，确保道路畅通无阻。,Everyone worked together to clear the snow to ensure the roads were unobstructed.,,93611,清除,3022
9011,710411,1,他们的婚礼在教堂举行，亲朋好友都来送上祝福。,"Their wedding was held in a church, with relatives and friends coming to offer their blessings.",,71041,婚礼,3023
9012,698611,1,告别亲友时，他忍不住流下了眼泪。,"When saying goodbye to relatives and friends, he couldn't help shedding tears.",,69861,告别,3024
9013,698613,1,在追悼会上，亲友们依次向逝者告别，表达哀思。,"At the memorial service, relatives and friends took turns to say their final goodbyes to the deceased, expressing their grief.",,69861,告别,3024
9014,698612,1,"动身的那天清早,我特地去向他告别。","On the early morning of the day I was leaving, I specially went to say goodbye to him.",,69861,告别,3024
9015,89713,1,这次招聘的名额有限，竞争非常激烈。,"The number of vacancies for this recruitment is limited, and the competition is fierce.",,8971,额,3025
9016,89712,1,这块匾额上写着“天下第一”。,The plaque reads “Number One Under Heaven”.,,8971,额,3025
9017,89711,1,这块匾额上写着“天下第一”。,The plaque reads “Number One Under Heaven”.,,8971,额,3025
9018,89811,1,他珍藏了一瓶陈年葡萄酒，准备在特殊的日子开启。,He has treasured a bottle of aged wine and plans to open it on a special occasion.,,8981,酒,3026
9019,89812,1,酒先生是我们公司新来的财务总监，工作非常认真。,"Mr. Jiu is the new financial director of our company, and he is very diligent in his work.",,8981,酒,3026
9020,859411,1,他为人公正，从不偏袒任何一方。,He is fair-minded and never favors any party.,,85941,公正,3027
9021,998712,1,工业和农业是互相依赖、互相支援的两大国民经济部门。,Industry and agriculture are two major national economic sectors that depend on and support each other.,,99871,依赖,3028
9022,998711,1,孩子对父母的依赖性很强。,Children have a strong dependence on their parents.,,99871,依赖,3028
9023,90012,1,他准时出席了会议。,He attended the meeting on time.,,9001,席,3029
9024,90011,1,这张草席铺在地上，既凉快又舒适。,This straw mat spread on the ground is both cool and comfortable.,,9001,席,3029
9025,90014,1,为了庆祝儿子的婚礼，他们在酒店摆了二十桌酒席。,"To celebrate their son's wedding, they set up twenty tables of banquet at the hotel.",,9001,席,3029
9026,90016,1,席教授在学术界的声望很高，他的讲座总是座无虚席。,"Professor Xi has a high reputation in the academic world, and his lectures are always packed.",,9001,席,3029
9027,90013,1,这次选举中，该党赢得了议会中的多数席位。,"In this election, the party won a majority of seats in the parliament.",,9001,席,3029
9028,920512,1,感情内在，往往需要时间去慢慢体会。,Inner feelings often require time to be gradually understood.,,92051,内在,3030
9029,920511,1,科学家们正在研究事物发展的内在规律。,Scientists are studying the inherent laws of development.,,92051,内在,3030
9030,776111,1,水银是一种特殊的液体，在常温下也能保持液态。,Mercury is a special liquid that remains in liquid form at room temperature.,,77611,液体,3031
9031,696411,1,军人必须无条件服从命令。,Soldiers must unconditionally obey orders.,,69641,服从,3032
9032,875111,1,他的思想混乱，无法做出明确的决定。,"His thoughts were in chaos, making it impossible for him to make a clear decision.",,87511,混乱,3033
9033,832011,1,鸡蛋和牛奶都含有丰富的蛋白质。,Eggs and milk are both rich in protein.,,83201,蛋白质,3034
9034,747711,1,她是一个心地善良的人，总是乐于帮助别人。,She is a kind-hearted person who is always willing to help others.,,74771,善良,3036
9035,863311,1,官方消息证实了这一事件的真实性。,Official sources confirmed the authenticity of this event.,,86331,官方,3037
9036,929411,1,这次活动的期限很短，大家需要抓紧时间完成任务。,"The deadline for this event is very short, so everyone needs to hurry up to complete the task.",,92941,期限,3038
9037,811711,1,这幅画的画面布局匀称，令人赏心悦目。,"The composition of this painting is well-proportioned, making it pleasing to the eye.",,81171,布局,3039
9038,811712,1,围棋比赛中，开局阶段的布局往往决定了整局棋的走势。,"In a Go game, the opening layout often determines the trend of the entire game.",,81171,布局,3039
9039,120311,1,画家用浓墨勾勒出山水画的轮廓。,The painter used thick ink to outline the contours of the landscape painting.,,12031,浓,3040
9040,120312,1,他对这个话题兴趣很浓，总是积极参与讨论。,He has a strong interest in this topic and always actively participates in discussions.,,12031,浓,3040
9041,792311,1,他做这件事完全是出于自觉自愿，并没有人强迫他。,"He did this completely out of his own volition, and no one forced him.",,79231,自愿,3041
9042,90414,1,这位学者博览群书，知识广博，尤其擅长旁征博引。,"This scholar is well-read and knowledgeable, especially skilled at making extensive references.",,9041,旁,3042
9043,90411,1,路旁开满了五颜六色的野花。,The roadside was covered with colorful wildflowers.,,9041,旁,3042
9044,90412,1,旁人很难理解他的想法。,Others can hardly understand his thoughts.,,9041,旁,3042
9045,688611,1,战争时期，村民们挖了一条秘密地道来躲避敌人的搜查。,"During the war, the villagers dug a secret tunnel to evade enemy searches.",,68861,地道,3043
9046,688623,1,他干的活儿真地道，每一个细节都无可挑剔。,"His work is truly impeccable, with every detail flawless.",,68862,地道,3043
9047,688622,1,她的普通话说得真地道，让人误以为她是北方人。,Her Mandarin is so authentic that people mistake her for a northerner.,,68862,地道,3043
9048,688621,1,这家药店出售的都是地道药材，深受顾客信赖。,"This pharmacy sells authentic medicinal herbs, earning great trust from customers.",,68862,地道,3043
9049,983011,1,由于投资失败，他陷入了严重的经济危机。,"Due to the failure of his investment, he fell into a serious financial crisis.",,98301,陷入,3044
9050,983012,1,读完这本小说后，她陷入了深深的沉思之中。,"After reading this novel, she fell into deep contemplation.",,98301,陷入,3044
9051,782122,1,"你真运气,中了头等奖。",You are really lucky to have won the first prize.,,78212,运气,3045
9052,782111,1,"他一运气,把石块搬了起来。","With a stroke of luck, he managed to lift the rock.",,78211,运气,3045
9053,782121,1,最近运气不佳，做什么事情都不太顺利。,"Lately, my luck has been bad, and nothing seems to go smoothly.",,78212,运气,3045
9054,885911,1,我跟他没有交往，彼此之间并不熟悉。,"I have no interaction with him, and we are not familiar with each other.",,88591,交往,3046
9055,90613,1,夜未央，我们还在继续聊天。,"The night is not yet over, and we are still chatting.",,9061,央,3047
9056,90612,1,中央。,Central.,,9061,央,3047
9057,90611,1,他央求我帮他一个忙。,He begged me to help him with a favor.,,9061,央,3047
9058,90511,1,这颗枣的枣肉非常饱满，吃起来特别甜。,The flesh of this date is very plump and tastes particularly sweet.,,9051,肉,3048
9059,90514,1,他这个人肉脾气很倔，不容易改变主意。,This person has a stubborn temperament and doesn't change his mind easily.,,9051,肉,3048
9060,90512,1,我喜欢吃那种枣肉厚实的红枣。,I like to eat those red dates with thick flesh.,,9051,肉,3048
9061,90513,1,这盘炒花生放久了有点返潮，吃起来口感发肉，不够酥脆。,"The stir-fried peanuts have been left out for too long and turned slightly soggy, making them less crispy.",,9051,肉,3048
9062,976011,1,这次考古发掘出土文物众多，为研究古代文化提供了宝贵的资料。,"This archaeological excavation has unearthed numerous cultural relics, providing valuable materials for the study of ancient culture.",,97601,文物,3049
9063,120712,1,请翻到书的卷一，我们从第一页开始阅读。,"Please turn to Volume One of the book, and we will start reading from the first page.",,12071,卷,3050
9064,120722,1,突然间，风卷着雨点劈面打来，让人猝不及防。,"Suddenly, the wind whipped up raindrops and hit them squarely in the face, catching everyone off guard.",,12072,卷,3050
9065,120714,1,律师仔细查阅了案件相关的卷宗。,The lawyer carefully reviewed the case files related to the case.,,12071,卷,3050
9066,120711,1,这本书的卷帙非常浩繁，涵盖了多个领域的知识。,"The volumes of this book are very extensive, covering knowledge from various fields.",,12071,卷,3050
9067,120721,1,为了通风，她把竹帘子卷起来挂在窗边。,"To ventilate, she rolled up the bamboo curtain and hung it by the window.",,12072,卷,3050
9068,1019411,1,他们领取了结婚证书。,They obtained their marriage certificate.,,101941,证书,3051
9069,2060387,1,他从老师的眼神中读出了鼓励和期待。,He read encouragement and expectation from the teacher's eyes.,,99631,眼神,3052
9070,996321,1,人们都用异样的眼神看着他，仿佛他是一个陌生人。,People looked at him with strange eyes as if he were a stranger.,,99632,眼神,3052
9071,908214,1,创新是企业发展的灵魂，没有创新就没有未来。,"Innovation is the soul of enterprise development; without innovation, there is no future.",,90821,灵魂,3053
9072,908211,1,她拥有一颗纯洁的灵魂，让人感到无比温暖。,"She possesses a pure soul, which makes people feel incredibly warm.",,90821,灵魂,3053
9073,908212,1,纯洁的灵魂在纷繁复杂的世界中显得尤为珍贵。,A pure soul is particularly precious in a complex and chaotic world.,,90821,灵魂,3053
9074,908213,1,作为一名医生，救死扶伤是他的灵魂所在。,"As a doctor, saving lives is the essence of his being.",,90821,灵魂,3053
9075,90812,1,西欧。,Western Europe.,,9082,欧,3054
9076,90811,1,欧工程师设计的桥梁结构新颖，获得了本年度的建筑创新奖。,Engineer Ou's innovative bridge design won this year's Architectural Innovation Award.,,9082,欧,3054
9077,90821,1,这个电路的电阻是10欧，需要匹配相应功率的电器使用。,"The resistance of this circuit is 10 ohms, requiring electrical appliances of corresponding power to be used.",,9082,欧,3054
9078,849312,1,分散注意力。,Distract attention.,,84931,分散,3055
9079,849313,1,志愿者们走上街头分散传单，宣传环保理念。,The volunteers took to the streets to distribute leaflets and promote environmental awareness.,,84931,分散,3055
9080,849311,1,为了提高效率，我们需要将任务分散活动到不同的小组中。,"In order to improve efficiency, we need to disperse the activities to different groups.",,84931,分散,3055
9081,90911,1,他总是掩着怀，显得有些拘谨。,"He always holds his coat closed, appearing somewhat reserved.",,9091,怀,3056
9082,90914,1,她正在怀胎十月，即将迎来新生命。,She is ten months pregnant and about to welcome a new life.,,9091,怀,3056
9083,90912,1,他的壮怀激烈让人感到无比钦佩。,His passionate ambition commands great admiration.,,9091,怀,3056
9084,90913,1,这位老人常年怀乡，思念故乡的一切。,This elderly person constantly yearns for his hometown and misses everything about it.,,9091,怀,3056
9085,90915,1,他对那个人一直怀恨在心，无法释怀。,He has been harboring hatred towards that person and cannot let it go.,,9091,怀,3056
9086,90916,1,怀先生是我们公司新聘请的技术总监，经验非常丰富。,"Mr. Huai is the new technical director hired by our company, with very rich experience.",,9091,怀,3056
9087,855911,1,天文台预测今晚午夜将出现本月最高的潮水高潮。,The observatory predicts that the highest tidal high tide of this month will occur at midnight tonight.,,85591,高潮,3057
9088,855913,1,这部电影的高潮部分是主角与反派的最终对决。,The climax of this movie is the final confrontation between the protagonist and the antagonist.,,85591,高潮,3057
9089,855912,1,改革开放使中国经济建设进入了新的高潮。,The reform and opening-up policy has brought China's economic construction to a new climax.,,85591,高潮,3057
9090,939811,1,生理缺陷可能会影响一个人的生活质量，但并不决定他的价值。,"Physical defects may affect one’s quality of life, but they do not determine their worth.",,93981,缺陷,3058
9091,738311,1,话虽平常，意义却很深刻。,"Although the words are ordinary, their meaning is profound.",,73831,平常,3059
9092,738312,1,"他虽然身体不好,但平常很少请假。","Although he is in poor health, he rarely takes leave.",,73831,平常,3059
9093,964312,1,在这种特定环境下，我们需要采取特殊的应对措施。,"In this specific environment, we need to adopt special response measures.",,96431,特定,3060
9094,964311,1,经过讨论，大家一致同意这个特定的人选。,"After discussion, everyone unanimously agreed on this specific candidate.",,96431,特定,3060
9095,961011,1,这场诉讼持续了两年，最终以原告胜诉告终。,The lawsuit lasted for two years and finally ended with the plaintiff winning the case.,,96101,诉讼,3061
9096,91014,1,你先稳住他，别让他跑了。,You first keep him calm and don't let him run away.,,9101,稳,3062
9097,91013,1,这件事十拿九稳，你不用担心。,"This matter is almost certain, so you don't need to worry.",,9101,稳,3062
9098,91011,1,脚要站稳，才能更好地保持平衡。,You need to stand firmly on your feet to maintain better balance.,,9101,稳,3062
9099,91012,1,他的态度很稳，给人一种可靠的感觉。,"His attitude is very steady, giving people a sense of reliability.",,9101,稳,3062
9100,1011812,1,他不幸的遭遇让所有人为之动容。,His unfortunate experience moved everyone.,,101181,遭遇,3063
9101,1011811,1,我军先头部队和敌人遭遇了，战斗随即打响。,"Our vanguard troops encountered the enemy, and the battle broke out immediately.",,101181,遭遇,3063
9102,91121,1,大伯经常给我们讲一些有趣的故事。,Uncle often tells us some interesting stories.,,9112,伯,3064
9103,91122,1,伯兄是我家中的长子，承担着很多家庭责任。,The eldest brother in my family bears a lot of family responsibilities.,,9112,伯,3064
9104,91123,1,伯爵是欧洲贵族体系中的一种爵位。,A count is a rank within the European nobility system.,,9112,伯,3064
9105,1008112,1,在数学方程式中，每个数字和符号都是不可或缺的元素。,"In mathematical equations, every number and symbol is an indispensable element.",,100811,元素,3065
9106,1008113,1,氧气是维持生命的重要元素，没有它人类就无法生存。,"Oxygen is a vital element for sustaining life, without which humans cannot survive.",,100811,元素,3065
9107,1008111,1,诚实守信是做人最基本的元素，每个人都应该具备。,"Honesty and trustworthiness are the most fundamental elements of being a person, which everyone should possess.",,100811,元素,3065
9108,794312,1,每天放学后，他都会认真写作文以提高自己的写作能力。,"Every day after school, he would diligently write essays to improve his writing skills.",,79431,作文,3066
9109,794311,1,学校举办了一场作文比赛，吸引了许多学生参加。,"The school held an essay competition, attracting many students to participate.",,79431,作文,3066
9110,820911,1,经过大家的努力，这项工作成效显著。,"Thanks to everyone's efforts, this work has achieved remarkable results.",,82091,成效,3067
9111,877211,1,老师的鼓励激发了学生们对科学的浓厚兴趣。,The teacher's encouragement stimulated the students' strong interest in science.,,87721,激发,3068
9112,877212,1,激光照射可以激发原子进入更高的能量状态。,Laser irradiation can excite atoms into higher energy states.,,87721,激发,3068
9113,91213,1,他每天都要编报以确保信息及时发布。,He compiles reports every day to ensure information is released on time.,,9121,编,3069
9114,91214,1,村里的老人喜欢聚在一起编歌。,The elderly villagers like to gather together to compose songs.,,9121,编,3069
9115,91217,1,上编的工作需要非常细致和耐心。,The work of the upper compilation requires great attention to detail and patience.,,9121,编,3069
9116,91211,1,编筐是一项传统的手工艺活动。,Basket weaving is a traditional handicraft activity.,,9121,编,3069
9117,91216,1,正编的书籍内容更加严谨和权威。,The content of the officially compiled books is more rigorous and authoritative.,,9121,编,3069
9118,91212,1,列车在车站完成编组后准备发车。,"After the train completes its formation at the station, it prepares to depart.",,9121,编,3069
9119,91215,1,他总是瞎编一些不存在的故事来逗大家开心。,He always makes up some non-existent stories to amuse everyone.,,9121,编,3069
9120,673912,1,总给您添麻烦，真是不安，希望您能原谅我的疏忽。,"I'm always causing you trouble, which makes me very uneasy. I hope you can forgive my negligence.",,67391,不安,3070
9121,673911,1,忐忑不安的心情让她整晚都无法入睡。,Her uneasy and anxious mood kept her awake all night.,,67391,不安,3070
9122,890911,1,这件艺术品经过精心制作，每一个细节都无可挑剔。,"This piece of art was meticulously crafted, with every detail being impeccable.",,89091,精心,3071
9123,95321,1,轮胎漏气时发出刺的一声，吓了我一跳。,"The tire made a hissing sound when it leaked, which startled me.",,9532,刺,3072
9124,95315,1,他的言辞中带有讥刺的意味。,His words carried a sarcastic tone.,,9531,刺,3072
9125,95314,1,他试图刺探机密信息。,He tried to pry into confidential information.,,9531,刺,3072
9126,95311,1,不小心刺伤了手指，他赶紧用创可贴包扎好伤口。,He accidentally pricked his finger and quickly bandaged the wound with a band-aid.,,9531,刺,3072
9127,95312,1,尖锐的刹车声刺耳，让人心烦意乱。,"The sharp sound of brakes was piercing, making people feel restless.",,9531,刺,3072
9128,95313,1,他不幸遇刺，伤势严重。,He was unfortunately stabbed and severely injured.,,9531,刺,3072
9129,95317,1,他递上了自己的名刺。,He handed over his business card.,,9531,刺,3072
9130,91314,1,领导强调要抓重点，提高工作效率。,The leader emphasized focusing on key points to improve work efficiency.,,9131,抓,3073
9131,91311,1,他一把抓住机会，成功完成了任务。,He seized the opportunity and successfully completed the task.,,9131,抓,3073
9132,91316,1,这个演员一出场就抓住了观众。,"The moment this actor appeared on stage, he captivated the audience.",,9131,抓,3073
9133,91312,1,小狗抓痒痒的样子十分可爱。,The puppy scratching itself looks very cute.,,9131,抓,3073
9134,91313,1,警察迅速出动，成功抓住了逃跑的小偷。,The police quickly mobilized and successfully caught the fleeing thief.,,9131,抓,3073
9135,91315,1,三抓两抓就把工作抓完了。,"With a few quick actions, the work was completed.",,9131,抓,3073
9136,709212,1,她心中有一个美丽的幻想，希望有一天能实现。,She had a beautiful fantasy in her heart and hoped it would come true one day.,,70921,幻想,3074
9137,709211,1,他对科学幻想充满了兴趣，经常阅读相关书籍。,He was very interested in science fiction and often read related books.,,70921,幻想,3074
9138,122314,1,他们停在了山腰的一处平台上休息。,They stopped at a platform on the mountainside to rest.,,12231,腰,3075
9139,122315,1,这里的土腰非常肥沃，适合种植各种作物。,"The soil here is very fertile, suitable for growing various crops.",,12231,腰,3075
9140,122313,1,我腰里还有些钱，足够我们零用的。,"I still have some money around my waist, enough for our pocket expenses.",,12231,腰,3075
9141,122311,1,他弯腰捡起了地上的书本。,He bent down to pick up the book on the ground.,,12231,腰,3075
9142,122312,1,红裤子绿腰。,Red pants with a green waist.,,12231,腰,3075
9143,122316,1,腰女士是这次艺术展览的主要策展人。,Ms. Yao is the main curator of this art exhibition.,,12231,腰,3075
9144,1009011,1,每个人都应该受纪律的约束。,Everyone should be bound by discipline.,,100901,约束,3076
9145,91412,1,玉颜是古代诗人对美人容颜的赞美。,Jade face is an ancient poet's praise for a beauty’s appearance.,,9141,玉,3077
9146,91414,1,玉先生是我们公司新聘请的技术顾问。,Mr. Yu is the new technical consultant hired by our company.,,9141,玉,3077
9147,91411,1,她的玉颜让人不禁为之倾倒。,Her jade-like face makes people fall for her.,,9141,玉,3077
9148,91413,1,玉音清脆，仿佛天籁之音。,"The sound of jade is crisp, like the music of heaven.",,9141,玉,3077
9149,91521,1,这咱时候去公园散步最舒服了。,This is the most comfortable time to take a walk in the park.,,9152,咱,3078
9150,91511,1,咱家世代务农，对这片土地有着深厚的感情。,Our family has been farming for generations and has deep affection for this land.,,9151,咱,3078
9151,91531,1,哥哥，咱回家吧。,"Brother, let’s go home.",,9153,咱,3078
9152,91532,1,咱不懂他的话。,We don't understand what he said.,,9153,咱,3078
9153,676311,1,商场每层楼都设有干净的公共厕所，方便顾客使用。,The shopping mall has clean public toilets on every floor for customers' convenience.,,67631,厕所,3079
9154,91611,1,唯勤奋努力，方能取得优异的成绩。,Only through diligence and hard work can one achieve excellent results.,,9161,唯,3080
9155,91621,1,老师提问时，他唯唯诺诺地点头应答。,"When the teacher asked a question, he nodded and answered obediently.",,9162,唯,3080
9156,979611,1,为了国家的独立，无数英雄流血牺牲。,"For the independence of the country, countless heroes shed blood and sacrificed.",,97961,牺牲,3081
9157,979612,1,革命先烈们在战场上流血牺牲，换来了今天的和平。,"The revolutionary martyrs bled and sacrificed on the battlefield, bringing about today's peace.",,97961,牺牲,3081
9158,979613,1,他牺牲休息时间赶修机器，确保生产不中断。,"He sacrificed his rest time to rush the repair of the machine, ensuring uninterrupted production.",,97961,牺牲,3081
9159,863011,1,机器发生故障，导致生产暂时中断。,"The machine broke down, causing a temporary halt in production.",,86301,故障,3082
9160,91711,1,她喜欢在闲暇时唱歌。,She likes to sing in her leisure time.,,9171,唱,3083
9161,91714,1,唱教授在声乐领域有着极高的造诣。,Professor Chang has extremely high attainments in the field of vocal music.,,9171,唱,3083
9162,91712,1,老师开始唱名，点到了他的名字。,The teacher started calling names and called his name.,,9171,唱,3083
9163,734211,1,哪怕他是三头六臂，一个人也顶不了事。,"Even if he had three heads and six arms, one person still couldn't handle everything.",,73421,哪怕,3084
9164,996911,1,这些服装样品非常精美。,These clothing samples are very exquisite.,,99691,样品,3085
9165,91912,1,这篇文章很好地释疑了大家对这个现象的困惑。,This article well clarified everyone's confusion about this phenomenon.,,9191,释,3086
9166,91915,1,释门弟子们每天都要进行严格的修行。,The disciples of Buddhism undergo strict practice every day.,,9191,释,3086
9167,91913,1,他对那本书爱不释手，每天都捧着看。,He couldn't put down that book and read it every day.,,9191,释,3086
9168,91914,1,经过法官的调解，这名嫌疑人终于被开释。,"After the judge's mediation, the suspect was finally released.",,9191,释,3086
9169,91911,1,词典中的释义帮助我们更好地理解单词的意思。,The definitions in the dictionary help us better understand the meaning of words.,,9191,释,3086
9170,831611,1,出不了事，我敢担保。,"Nothing will go wrong, I can guarantee it.",,83161,担保,3087
9171,715213,1,房间布置得很讲究，每一个细节都体现了主人的品味。,"The room is arranged with great care, and every detail reflects the owner's taste.",,71521,讲究,3088
9172,715211,1,讲究卫生是每个人都应该养成的好习惯。,Paying attention to hygiene is a good habit that everyone should cultivate.,,71521,讲究,3088
9173,718911,1,近代中国经历了从封建社会到半殖民地的转变。,Modern China underwent a transformation from a feudal society to a semi-colony.,,71891,近代,3089
9174,718912,1,近代工业革命彻底改变了人类的生产方式。,The modern industrial revolution completely changed human production methods.,,71891,近代,3089
9175,92013,1,腿都控肿了，但他还是坚持跑完了全程。,"His legs were swollen from controlling them, but he still insisted on finishing the whole race.",,9201,控,3090
9176,92012,1,通过遥控器，他轻松地切换了电视频道。,"With the remote control, he easily switched TV channels.",,9201,控,3090
9177,92014,1,把瓶里的油控干净。,Drain the oil from the bottle completely.,,9201,控,3090
9178,92011,1,受害者在法庭上控诉了被告的罪行。,The victim accused the defendant of his crimes in court.,,9201,控,3090
9179,92115,1,不能怪他，只怪我没说清楚。,You can't blame him; the fault lies with me for not explaining clearly.,,9211,怪,3091
9180,92114,1,传说中，这片森林里有很多鬼怪。,"According to legend, there are many ghosts in this forest.",,9211,怪,3091
9181,92113,1,我怪不好意思的，毕竟这是第一次见面。,"I feel quite embarrassed, after all, this is our first meeting.",,9211,怪,3091
9182,92112,1,大家不要大惊小怪。,"Everyone, don't make a fuss.",,9211,怪,3091
9183,92111,1,这真是一件怪事。,This is really a strange thing.,,9211,怪,3091
9184,939212,1,他是医学权威，在业内享有很高的声誉。,He is an authority in medicine and enjoys a high reputation in the industry.,,93921,权威,3092
