definition_id,pinyin_id,definition_sn,definition_cn,definition_en,definition_img,ref_pinyin_id,pos
136911,13691,1,覆盖在上面的大块的布、绸、毡子等;帐篷,"canopy; tent; a large piece of cloth, silk, felt, etc. stretched over sth.",,,名词
136912,13691,2,挂着的大块的布、绸、丝绒等(演戏或放映电影所用的,used in performances or film showing,,,名词
136913,13691,3,战争时将帅办公的地方,office of a commanding officer during a war,,,名词
136914,13691,4,"戏剧较完整的段落,每幕可以分若干场","(of a play) act, which is divided into scenes",,,名词
137011,13701,1,"重量单位。旧制1斤等于16两,市制1斤后改10两,合500克。","jin; unit of weight, where 1 jin was equal to 16 liang in the past and later changed to be equal to 10 liang; now 1 jin is equal to 500g.",,,量词
137012,13701,2,加在某些以重量计算的物名后作总称,[affixed to the name of substances measured by weight],,,名词
137013,13701,3,砍伐树木的工具。,axe; tool used for felling trees,,,名词
137111,13711,1,"浑浊的水,泛指脏东西",dirt; filth,,,名词
137112,13711,2,脏,dirty; filthy; foul,,,形容词
137113,13711,3,不廉洁,corrupt,,,形容词
137114,13711,4,弄脏,defile; smear,,,动词
137211,13721,1,"软体动物的统称。水产上指有介壳的软体动物,如蛤蜊、蚌、鲍鱼等。","mollusc; shellfish; scallop; a type of sea creature with a soft body covered by a hard shell, such as clam, freshwater mussel and abalone",,,名词
137212,13721,2,用贝壳做的货币。,"cowry, cowrie used as money",,,名词
137213,13721,3,(Bèi)姓。,a surname,,,名词
137311,13731,1,"冒顿(Mòdú),汉初匈奴族一个单于(chányú)的名字。","Modu, name of a chieftain of Xiongnu or the Huns in the early Han Dynasty",,,名词
137321,13732,1,向外透;往上升,belch; emit; evaporate,,,动词
137322,13732,2,不顾(危险、恶劣环境等),"risk; brave (danger, harsh condition, etc.)",,,动词
137323,13732,3,冒失;冒昧,imprudently; recklessly; venture to do sth.,,,形容词
137324,13732,4,冒充,falsify one's identity; pass off,,,动词
137325,13732,5,(Mào)姓。,a surname,,,名词
137411,13741,1,(面积)宽;宽广,wide; broad; vast,,,形容词
137412,13741,2,阔绰;阔气;有钱,free with one's money; have the appearance of wealth,,,形容词
137511,13751,1,胆囊的通称。,general term for 胆囊dǎnnáng,,,名词
137513,13751,3,"装在器物内部,可以容纳水、空气等物的东西","bladder-like flask fixed inside a container to hold water, air, etc.",,,名词
137611,13761,1,由这一岸到那一岸;通过(江河等),"cross (a river, the sea, etc.)",,,动词
137612,13761,2,载运过河,"ferry (people, goods, etc.) across",,,动词
137613,13761,3,渡口(多用于地名,usu. used as part of a place name,,,名词
137711,13771,1,妨碍;阻碍,hinder; obstruct; be in the way of,,,动词
137811,13781,1,高,high; lofty; sublime,,,形容词
137812,13781,2,重视;尊敬,attach importance to; respect; esteem,,,动词
137813,13781,3,(Chóng)姓。,a surname,,,名词
137911,13791,1,(病)好,(of illness) heal; recover; be cured,,,动词
137912,13791,2,较好;胜过,be better than; overpass; overtake,,,动词
137913,13791,3,"叠用,跟‘越…越…’相同","[used reiteratively, same as 越 yuè … 越 yuè …] the more ... the more ...",,,副词
138011,13801,1,岩石,rock; stone,,,名词
138012,13801,2,岩石突起而成的山峰,cliff; crag,,,名词
138211,13821,1,完整的东西破成零片零块,break to pieces; smash,,,动词
138212,13821,2,使碎,cause to break,,,动词
138213,13821,3,零星;不完整,fragmentary,,,形容词
138214,13821,4,说话唠叨,garrulous; gabby,,,形容词
138311,13831,1,法令,statute,,,名词
138312,13831,2,宪法,constitution,,,名词
138411,13841,1,时间很短;突然间,in a short time; suddenly; all of a sudden,,,副词
138421,13841,2,指俄罗斯帝国。,Russian Empire (1721-1917),,,名词
138422,13841,3,指俄罗斯联邦。,Russian Federation,,,名词
138423,13841,4,〈旧时old〉指苏联。,another name for the Union of the Soviet Socialist Republics,,,名词
138511,13851,1,阻隔;遮挡,hinder; obstruct; impede,,,动词
138512,13851,2,用来遮挡的东西,screen; block; barrier,,,名词
138611,13861,1,融化,melt; thaw,,,动词
138612,13861,2,融合;调和,blend; in harmony,,,动词
138613,13861,3,流通,circulate,,,动词
138711,13871,1,交易;贸易。,transaction; trade,,,名词
138811,13881,1,受得住;禁得起,stand; resistant,,,动词
138911,13891,1,到(时候),fall due,,,动词
138912,13891,2,"〈量词classifier〉略同于‘次’,用于定期的会议或毕业的班级等","similar to ‘number of times’, used for regular meetings, graduating classes, etc.",,,量词
139011,13901,1,"原指托人递送,现在专指通过邮局递送",post; mail; send by mail,,,动词
139012,13901,2,付托;寄托,entrust; deposit; place,,,动词
139013,13901,3,依附别人;依附别的地方,depend on; attach oneself to,,,动词
139014,13901,4,认的(亲属),adopted,,,名词
139111,13911,1,摇动;摆动,swing; sway; wave,,,动词
139112,13911,2,无事走来走去;闲逛,loaf about,,,动词
139113,13911,3,洗,rinse,,,动词
139114,13911,4,全部搞光;清除,clear away; sweep off,,,动词
139115,13911,5,广阔;平坦,vast; broad and level,,,形容词
139116,13911,6,"放纵,行为不检点",loose in morals; debauched; licentious,,,形容词
139117,13911,7,浅水湖,shallow lake; marsh,,,名词
139211,13921,1,货币,money; currency,,,名词
139321,13932,1,两个,two,,,数词
139322,13932,2,不多;几个,some; several; a few,,,数词
139411,13941,1,"动植物的雌性生殖细胞,与精子结合后产生第二代。",ovum; egg; spawn; female reproductive cell of an animal or a plant that produces offspring once it is fertilized with sperm,,,名词
139412,13941,2,"昆虫学上特指受精的卵,是昆虫生活周期的第一个发育阶段。","(in entomology) fertilized egg of an insect, the first stage of the development of the life cycle of an insect",,,名词
139413,13941,3,〈方dial.〉称睾丸或阴茎(多指人的,oft. of a man,,,名词
139511,13951,1,放弃;扔掉,abandon; discard,,,动词
139611,13961,1,没有声音或声音很低,quiet; silent; with little or no noise,,,形容词
139612,13961,2,忧愁。,sad; worried; grieved,,,形容词
139711,13971,1,用木头、泥土等制成的人像,"idol; human figure sculpted from wood, clay and the like",,,名词
139712,13971,2,双数;成对的(跟‘奇(jī)’相对as opposed to‘odd’}),even; in pairs,,,形容词
139713,13971,3,配偶,spouse; mate,,,名词
139714,13971,4,偶然;偶尔,by accident; by chance; haphazard; once in a while; now and then,,,副词
139811,13981,1,地理上南北向的（与横相对）,as opposed to 横(héng),,,形容词
139812,13981,2,从前到后的,from the front to the back,,,形容词
139813,13981,3,跟物体的长的一边平行的,vertical; longitudinal; lengthwise,,,形容词
139814,13981,4,指军队编制上的纵队。,column; file,,,名词
139815,13981,5,释放;放走,release; set free,,,动词
139816,13981,6,放任;不约束,indulge; let loose; let oneself go,,,动词
139817,13981,7,纵身,jump up; jump into the air,,,动词
139818,13981,8,纵然,even if; even though,,,连词
139819,13981,9,〈方dial.〉有了皱纹,creased; crumpled,,,动词
139911,13991,1,陷阱。,pitfall; trap,,,名词
139912,13991,2,掉进(泥土等松软的物体里),get stuck or bogged down (in mud or sth. soft and loose),,,动词
139913,13991,3,凹进,sink; cave in,,,动词
139914,13991,4,陷害,frame (up),,,动词
139915,13991,5,被攻破;被占领,"(of a town, etc.) be captured; fall",,,动词
139916,13991,6,缺点,defect; deficiency,,,名词
140012,14001,2,倾斜,sloping; slanting,,,名词
140111,14011,1,尽力多做或不断地做(跟‘懒’或‘惰’相对as opposed to‘lazy’}),diligent; industrious; assiduous; hardworking; try one's best to do more or keep doing sth.,,,形容词
140112,14011,2,次数多;经常,often; frequent,,,副词
140113,14011,3,勤务,work; duty; service,,,名词
140114,14011,4,在规定时间内准时到班的工作或劳动,"(office, school, etc.) attendance; work or labour that requires the working staff to be in their places within the prescribed time",,,名词
140115,14011,5,(Qín)姓。,a surname,,,名词
140211,14021,1,享受,enjoy,,,动词
140311,14031,1,塑造,model; mould,,,动词
140312,14031,2,塑料,plastics,,,名词
140411,14041,1,人或动植物体内像薄皮的组织,membrane,,,名词
140412,14041,2,像膜的薄皮,film; thin coating,,,名词
140511,14051,1,"金属元素,符号Cu(cuprum)。淡紫红色,延展性和导电、导热性能好,是工业的重要原料,用途广泛。","cuprum (Cu); copper; reddish brown ductile metal element, an excellent conductor of electricity and heat, extensively used as an industrial raw material",,,名词
140611,14061,1,拉着物体使挨着地面或另一物体的表面移动,pull; drag; tug; haul; draw an object over the ground or other surface,,,动词
140612,14061,2,在身体后面耷拉着,trail; drag behind one's body,,,动词
140613,14061,3,拖延,delay; postpone; drag on; procrastinate,,,动词
140711,14071,1,暖和,warm,,,形容词
140712,14071,2,使变温暖,warm; warm up,,,动词
140811,14081,1,稍微,a little; a bit; slightly; a trifle,,,副词
140821,14082,1,"[稍息](shàoxī)军事或体操口令,命令从立正姿势变为休息姿势。",Stand at ease!; At ease!; military command or exercise command to change the posture of attention to the posture of at ease,,,动词
140921,14092,1,摩擦;接触,rub; scrape; touch,,,动词
140922,14092,2,抚摩,stroke,,,动词
140923,14092,3,研究切磋,mull over; study,,,动词
140924,14092,4,摩尔的简称。,Abbr. for摩尔mó'ěr,,,名词
141011,14101,1,"非金属元素,符号S(sulphur)。有多种同素异形体,黄色,能与氧、氢、卤素(除碘外)和大多数金属化合。用来制造硫酸、火药、火柴、硫化橡胶、杀虫剂等,也用来治疗皮肤病。","sulphur (S); yellow, nonmetallic chemical element with many allotropes, which can be combined with oxygen, hydrogen, halogens (with the exception of iodine) and most metals, and is used in making sulphuric acid, fire powder, matches, vulcanizate, and insecticides and in the treatment of skin diseases;",,,名词
141131,14113,1,"跟普通话的‘呢’相同,但只用于非疑问句","[same as 呢 ne, but its use is restricted to declarative sentences]",,,助词
141132,14113,2,"用于列举,跟普通话的‘啦’相同","[same as 啦 lɑ, used in enumerating items]",,,助词
141141,14114,1,"又alsoyīnglǐ
英里旧也作哩。",mile; old form for 英里 yīnglǐ,,,名词
141221,14122,1,乌鸦,crow,,,名词
141222,14122,2,黑色,black; dark,,,形容词
141223,14122,3,(Wū)姓。,a surname,,,名词
141224,14122,4,何;哪里(多用于反问,oft. used in rhetorical questions,,,代词
141311,14131,1,遵守;依照;沿袭,follow; abide by; be in line with,,,动词
141411,14141,1,好;美妙,wonderful; excellent; fine,,,形容词
141412,14141,2,神奇;巧妙;奥妙,ingenious; clever; subtle,,,形容词
141511,14151,1,疾病,disease; sickness; illness,,,名词
141512,14151,2,痛苦,pain; suffering,,,名词
141513,14151,3,痛恨,hate; abhor,,,动词
141514,14151,4,急速;猛烈,fast; quick,,,形容词
141611,14161,1,肩膀,shoulder,,,名词
141612,14161,2,担负,take on; undertake; shoulder; bear,,,动词
141613,14161,3,〈方dial.〉扛(káng),carry sth. on one's shoulder,,,动词
141711,14171,1,极热(指天气),scorching; burning hot,,,形容词
141712,14171,2,炎症,inflammation,,,名词
141713,14171,3,〈比喻fig.〉权势,power; influence,,,名词
141714,14171,4,(Yán)指炎帝,"Yandi, a legendary ruler of China",,,名词
141811,14181,1,"私下里拿走别人的东西,据为己有",steal; burglarize; pilfer; make off with,,,动词
141813,14181,3,瞒着人,secretly; stealthily; covertly; surreptitiously; on the sly,,,动词
141814,14181,4,抽出(时间),take (time) off; find (time),,,动词
141815,14181,5,"苟且敷衍,只顾眼前","muddle through, thinking only of the present",,,动词
141911,14191,1,比朱红稍浅的颜色。,vermilion; shade of colour slightly lighter than red,,,形容词
141912,14191,2,泛指红色,red in a general sense,,,形容词
141913,14191,3,"象征革命,表示用鲜血争取自由","red colour, symbol of revolution meaning that freedom is achieved through bloodshed",,,形容词
141914,14191,4,忠诚,loyal; sincere,,,形容词
141915,14191,5,光着;露着(身体),(of body) naked,,,动词
141916,14191,6,空,bare; empty,,,形容词
141917,14191,7,指赤金,pure gold,,,名词
142011,14201,1,灾害,catastrophe; calamity; disaster,,,名词
142012,14201,2,个人遭遇的不幸,personal misfortune; ill luck; adversity,,,名词
142111,14211,1,永久;持久,permanent; lasting,,,形容词
142112,14211,2,恒心,perseverance,,,名词
142113,14211,3,平常;经常,usual; common; constant,,,形容词
142114,14211,4,(Héng)姓。,a surname,,,名词
142211,14221,1,幼年丧父或父母双亡的,(of a child) fatherless or orphaned,,,形容词
142212,14221,2,单独;孤单,alone; lonely; solitary; isolated,,,形容词
142213,14221,3,封建王侯的自称。,I; self-address for ‘I’ by a feudal monarch,,,代词
142311,14231,1,仁爱,benevolence,,,形容词
142312,14231,2,〈敬辞honor.〉用于对对方的尊称,Your Excellency,,,名词
142313,14231,3,(Rén)姓。,a surname,,,名词
142415,14241,5,〈量词classifier〉用于宰杀过的羊(多见于早期白话,oft. in early vernacular,,,量词
142511,14251,1,杯子,cup,,,名词
142512,14251,2,杯状的锦标,(prize) cup; trophy,,,名词
142611,14261,1,是;就是;实在是,be,,,动词
142612,14261,2,于是,that is why ...; hence; thus,,,连词
142613,14261,3,才,unless,,,副词
142614,14261,4,你;你的,your,,,代词
142711,14271,1,事物出现得少,few and far between; rare; scarce; uncommon,,,形容词
142712,14271,2,事物之间距离远;事物的部分之间空隙大(跟‘密’相对as opposed to‘dense’}),sparse; scattered,,,形容词
142713,14271,3,含水多;稀薄(跟‘稠’相对as opposed to‘thick’}),liquid; watery; thin,,,形容词
142714,14271,4,"用在‘烂、松’等形容词前面,表示程度深",[used before such adjectives as 烂 làn and 松 sōng] extremely; very,,,副词
142715,14271,5,指稀的东西,sth. watery or thin,,,名词
142811,14281,1,广大;宽广,extensive; vast,,,形容词
142911,14291,1,不遵照;不依从,disobey; violate,,,动词
142912,14291,2,离别,be separated; depart,,,动词
143011,14301,1,〈助词aux.〉用于词语的前面,[used before a phrase],,,助词
143012,14301,2,(Yī)姓。,a surname,,,名词
143013,14301,3,他或她。,he or she,,,代词
143111,14311,1,硬而直,hard and straight; erect; stiff,,,形容词
143112,14311,2,伸直或凸出(身体或身体的一部分),stick out; straighten up (physically),,,动词
143113,14311,3,勉强支撑,endure; stand; hold out,,,动词
143114,14311,4,特出;杰出,outstanding; prominent; extraordinary,,,形容词
143115,14311,5,很,very; rather; quite,,,副词
143116,14311,6,〈量词classifier〉用于机关枪。,[used to indicate the number of machine guns],,,量词
143211,14321,1,天干的第二位。,2nd of the 10 Heavenly Stems (天干),,,名词
143212,14321,2,(Yǐ)姓。,a surname,,,名词
143213,14321,3,"中国民族音乐音阶上的一级,乐谱上用做记音符号,相当于简谱的‘7’。","note of the scale in gongchepu(工尺谱), corresponding to 7 in numbered musical notation",,,名词
143214,14321,4,画“乙”字形状的记号，从前读书写字时常常用到，例如读书读到一个地方暂时停止，在上面画个“∠”形的记号，或是写字有颠倒、遗漏，用曲折的线勾过来或把补写的字勾进去，都叫做“乙”。古书没有标点，到一段终了而下无空格时，有时也画个“∠”形记号，表示第二行起是另一段。,"draw a mark like ‘乙’oft. when reading or writing. For example, when you pause after reading to a certain place, you mark with a ‘∠’at the place; when two Chinese characters are printed in wrong order or there is a word missing, transpose the two characters or insert the missing word with the same mark of ‘乙’. As no punctuation marks were used in ancient books, when you come to the end of a paragraph with no space left on the line, a ‘∠’, mark was used to indicate the next line as a new paragraph.",,,名词
143311,14331,1,一种表示敬意的礼节,respectful formality,,,动词
143312,14331,2,见面行礼表示祝贺,congratulatory greeting,,,动词
143313,14331,3,拜访,visit; pay a visit,,,动词
143314,14331,4,用一定的礼节授与某种名位或官职,confer title with ceremony; appoint to office,,,动词
143315,14331,5,结成某种关系,enter into a relationship,,,动词
143316,14331,6,〈敬辞pol.〉用于人事往来,[used before a verb to show respect],,,动词
143317,14331,7,(Bài)姓。,a surname,,,名词
143411,14341,1,"物体受热后失去水分,呈现黄黑色并发硬、发脆","scorched; burnt; state of browning, hardening and crisping of objects after being heated and dehydrated",,,形容词
143412,14341,2,焦炭,coke,,,名词
143413,14341,3,着急,anxious; worried,,,形容词
143414,14341,4,〈中医Chin. med.〉指身体的某些部位。,certain places on the body,,,名词
143415,14341,5,(Jiāo)姓。,a surname,,,名词
143416,14341,6,焦耳的简称。,Abbr. for焦耳jiāo'ěr,,,名词
143511,14351,1,(刀、剑等)锐利或尖端的部分,"sharp point or cutting edge (of knife, sword, etc.)",,,名词
143512,14351,2,在前列带头的(多指军队,"oft. of an army, etc.",,,名词
143513,14351,3,锋面,front,,,名词
143611,14361,1,把东西展开或摊平,spread; extend; unfold; open or spread out sth.,,,动词
143612,14361,2,〈方dial.〉〈量词classifier〉用于炕,[for brick bed],,,量词
143622,14362,2,用板子搭的床,plank bed,,,名词
143623,14362,3,"〈旧时old〉的驿站,现多用于地名,如五里铺、十里铺。","courier; oft. used in place names now, as in 五里铺Wǔlǐpù and 十里铺Shílǐpù",,,名词
143711,14371,1,〈量词classifier〉多用于颗粒状的东西,[of small and round things],,,量词
143811,14381,1,光滑;滑溜,slippery; smooth,,,形容词
143812,14381,2,滑动;滑行,slip; slide,,,动词
143813,14381,3,油滑;狡诈,cunning; crafty; slippery,,,形容词
143814,14381,4,用搪塞或瞒哄的方法混过去,slip through by dodging or deception,,,动词
143815,14381,5,(Huá)姓。,a surname,,,名词
143911,14391,1,疾速;敏捷,quick; nimble; agile,,,形容词
143912,14391,2,聪明;机警,quick; alert; quick-witted,,,形容词
143913,14391,3,(Mǐn)姓。,a surname,,,名词
144011,14401,1,清洁,clean,,,形容词
144111,14411,1,表示道理显而易见,[indicating that sth. speaks for itself],,,助词
144112,14411,2,表示期望、劝阻,[expressing hope or giving advice],,,助词
144113,14411,3,"用在句中停顿处,唤起听话人对于下文的注意",[indicating a pause in a sentence to call attention to what one is going to say],,,助词
144211,14421,1,凝结,congeal; coagulate; curdle; condense,,,动词
144212,14421,2,注意力集中,with riveted attention,,,动词
144311,14431,1,"把热的东西放一会儿,使温度降低",cool,,,动词
144321,14432,1,"温度低;冷(指天气时,比‘冷’的程度浅",lesser in degree than ‘cold’ when referring to weather,,,形容词
144322,14432,2,〈比喻fig.〉灰心或失望,disheartened or disappointed; lose heart; discouraged,,,形容词
144411,14441,1,棠梨。,birchleaf pear;,,,名词
144412,14441,2,(Dù)姓。,a surname,,,名词
144413,14441,3,阻塞,shut out; stop; prevent,,,动词
144511,14451,1,(身子)靠着,(of body) lean on; lean against,,,动词
144512,14451,2,倚靠;倚仗,depend on; rely on,,,动词
144513,14451,3,证据,evidence; proof,,,名词
144514,14451,4,根据,base on; take as the basis,,,介词
144515,14451,5,〈连词conj.〉无论,no matter,,,连词
144611,14461,1,"用绳子等捆住或套住,再用力拉紧;系紧",tighten up; tie or strap sth. tight,,,动词
144612,14461,2,〈方dial.〉强制;逼迫,force; coerce,,,动词
144621,14462,1,带嚼子的马笼头。,bridle,,,名词
144622,14462,2,收住缰绳不让骡马等前进,rein in,,,动词
144623,14462,3,强制;逼迫,force; coerce,,,动词
144624,14462,4,统率,command,,,动词
144625,14462,5,雕刻,carve; engrave,,,动词
144626,14462,6,勒克斯的简称。,Abbr. for勒克斯lèkèsī,,,名词
144711,14471,1,猛然破裂或迸出,explode; burst,,,动词
144712,14471,2,出人意料地出现;突然发生,appear or occur unexpectedly; crop up,,,动词
144713,14471,3,"烹调方法,用滚油稍微一炸或用滚水稍微一煮",quick-fry; quick boil,,,动词
144811,14481,1,传送;传递,hand over; pass,,,动词
144812,14481,2,顺次,progressively,,,副词
144911,14491,1,"穿在脚上、走路时着地的东西,没有高筒","shoe; outer foot-covering for humans to wear that touches the ground when walking, and does not generally extend above the ankle",,,名词
145011,14501,1,迁移,move,,,动词
145012,14501,2,转变,change,,,动词
145013,14501,3,调动官职,transfer of official post,,,动词
145111,14511,1,"周朝国名,在今陕西中部、甘肃东部。公元前221年统一中国,建立秦朝。","State of Qin (897-221 B.C.); state of the Zhou Dynasty, located around the central part of present-day Shaanxi Province and eastern Gansu Province, which unified China and established the Qin Dynasty in 221 B.C.",,,名词
145112,14511,2,"朝代,公元前221—公元前206,秦始皇嬴政所建,建都咸阳(在今陕西咸阳市东)。",Qin Dynasty (221-206 B.C.); dynasty established by Ying Zheng or Qinshihuang (First Emperor of the Qin Dynasty) with its capital in Xianyang (east of present-day Xianyang in Shaanxi Province),,,名词
145113,14511,3,"指陕西和甘肃,特指陕西。",Qin; another name for Shaanxi and Gansu provinces (esp. Shaanxi Province),,,名词
145114,14511,4,姓。,a surname,,,名词
145211,14521,1,肉桂,cinnamon; cassia,,,名词
145212,14521,2,木犀,osmanthus; devilwood,,,名词
145213,14521,3,月桂树,laurel; bay; bay laurel,,,名词
145214,14521,4,桂皮树。,cassia-bark tree,,,名词
145215,14521,5,"桂江,水名,在广西。","Guijiang, name of a river in Guangxi",,,名词
145216,14521,6,广西的别称。,another name for Guangxi,,,名词
145217,14521,7,(Guì)姓。,a surname,,,名词
145411,14541,1,吸取,absorb; assimilate,,,动词
145412,14541,2,摄影,take a photograph of; shoot,,,动词
145413,14541,3,保养,conserve (one's health),,,动词
145414,14541,4,代理,act for,,,动词
145511,14551,1,叹气,sigh,,,动词
145512,14551,2,吟哦,recite (a poem),,,动词
145513,14551,3,发出赞美的声音,acclaim; praise,,,动词
145611,14561,1,山的突出的尖顶,peak; summit,,,名词
145612,14561,2,形状像山峰的事物,things shaped like a peak,,,名词
145613,14561,3,〈量词classifier〉用于骆驼,[used for camels],,,量词
145711,14571,1,牧放,"tend (sheep, cattle, etc.); herd",,,动词
145811,14581,1,仇视;怨恨,hate; have a grudge against sb.; be angry that ...,,,动词
145812,14581,2,悔恨;不称心,regretful; unsatisfactory,,,动词
145911,14591,1,"有机化合物的一类,可分为单糖、双糖和多糖三种,是人体内产生热能的主要物质,如葡萄糖、蔗糖、乳糖、淀粉等。","carbohydrate; a kind of organic compound, including monosome, disaccharide and polysaccharide, a major substance derived from glucose, cane sugar, lactose, starch, etc., to produce heat in the human body;",,,名词
145912,14591,2,"食糖的统称,包括白糖、红糖、冰糖等。","general term for sugar, including white sugar, brown sugar, rock candy, etc.",,,名词
145913,14591,3,糖果,confection,,,名词
146011,14601,1,用粗野或恶意的话侮辱人,verbally abuse; curse; swear; call names,,,动词
146012,14601,2,斥责,condemn; rebuke; reprove; scold,,,动词
146111,14611,1,把薄片状的东西粘在另一个东西上,paste; stick; glue; attach a thin slip on something by gluing,,,动词
146112,14611,2,紧挨,keep close to; nestle closely to,,,形容词
146113,14611,3,贴补,subsidize; help (out) financially,,,动词
146115,14611,5,〈量词classifier〉膏药一张叫一贴。,a piece of medicated plaster,,,量词
146211,14621,1,红和蓝合成的颜色,purple; violet; colour made by mixing red and blue,,,名词
146212,14621,2,(Zǐ)姓。,a surname,,,名词
146311,14631,1,土壤,soil,,,名词
146312,14631,2,地,earth,,,名词
146313,14631,3,地区,area,,,名词
146411,14641,1,辣,"hot (in taste, flavour, etc.); pungent",,,形容词
146412,14641,2,辛苦,hard; laborious,,,形容词
146413,14641,3,痛苦,suffering,,,形容词
146414,14641,4,(Xīn)姓。,a surname,,,名词
146415,14641,5,天干的第八位。,"xin, the 8th of the 10 Heavenly Stems;",,,名词
146511,14651,1,脸向上(跟‘俯’相对as opposed to‘bow’}),face upward,,,动词
146512,14651,2,敬慕,admire; respect; look up to,,,动词
146513,14651,3,依靠;依赖,rely on,,,动词
146514,14651,4,"〈旧时old〉公文用语。上行文中用在‘请、祈、恳’等字之前,表示恭敬;下行文中表示命令,如‘仰即遵照’。","[used before 请 qǐng, 祈 qǐ or 恳 kěn in old times, in submitting official documents to a superior to show respect, or used in transmitting orders or requests to a subordinate, e.g. 仰即遵照 We hope that you will act accordingly at once.]",,,动词
146515,14651,5,(Yǎng)姓。,a surname,,,名词
146611,14661,1,腐烂;变坏,rotten; decay; turn bad,,,动词
146612,14661,2,豆腐,tofu; bean curd,,,名词
146711,14671,1,用刀截断,cut with a knife,,,动词
146712,14671,2,分割;舍弃,cut apart; give up,,,动词
146811,14681,1,行辈;辈分,rank or position in a (family or clan) generational hierarchy,,,名词
146812,14681,2,等;类(指人),people of a certain kind; the like,,,名词
146911,14691,1,君主,monarch; sovereign; supreme ruler,,,名词
146912,14691,2,对人的尊称,[polite term of address],,,名词
147013,14701,3,较长时间地放在液体中,soak; brew; infuse,,,动词
147014,14701,4,故意消磨(时间),dally; dilly-dally; hang about,,,动词
147022,14702,2,〈方dial.〉虚而松软;不坚硬,spongy; porous,,,形容词
147023,14702,3,"〈方dial.〉小湖,多用于地名",small lake; oft. used in a place name,,,名词
147024,14702,4,〈量词classifier〉用于屎和尿。,[indicating number of excretions],,,量词
147111,14711,1,在城的外围加筑的一道城墙,rampart; outer wall of a city,,,名词
147112,14711,2,物体周围的边或框,rim; frame,,,名词
147113,14711,3,(Guō)姓。,a surname,,,名词
147211,14721,1,(头脑)迟钝;不灵敏,(of brain) blunt; dull,,,形容词
147212,14721,2,脸上表情死板;发愣,wear a blank face; look vacant; dumbstruck,,,动词
147311,14731,1,"番禺(Pānyú),地名,在广东。","Panyu, name of a place in Guangdong Province",,,名词
147321,14732,1,指外国或外族,foreign country or nation,,,名词
147322,14732,2,种;样,kind; sort,,,名词
147323,14732,3,回;次;遍,time,,,量词
147411,14741,1,劝勉,encourage,,,动词
147412,14741,2,(Lì)姓。,a surname,,,名词
147511,14751,1,生殖,breed; give birth to,,,动词
147512,14751,2,乳房,breast; mamma,,,名词
147513,14751,3,奶汁,milk,,,名词
147514,14751,4,像奶汁的东西,milk-like substance,,,名词
147515,14751,5,初生的;幼小的,newborn; young,,,形容词
147611,14761,1,<数目numeral〉一万万。,hundred million,,,数词
147612,14761,2,指十万。,hundred thousand,,,数词
147711,14771,1,两倍的,double; twice,,,形容词
147712,14771,2,同时涉及或具有几种事物,simultaneously; concurrently,,,动词
147811,14781,1,昨天,yesterday,,,名词
147812,14781,2,泛指过去,(in a broad sense) the past,,,名词
147911,14791,1,"古时指书版雕刻,现在也指排印出版",(old) engrave wooden plates for block-printing; (now) print; publish,,,动词
147912,14791,2,"刊物,也指在报纸上定期出的有专门内容的一版",periodical; column in a newspaper,,,名词
147913,14791,3,削除;修改,delete; correct,,,动词
148011,14801,1,摩擦,rub,,,动词
148012,14801,2,用布、手巾等摩擦使干净,wipe clean with a rag or towel,,,动词
148013,14801,3,涂抹,"apply, spread on",,,动词
148014,14801,4,贴近;挨着,touch lightly or come close to in passing; shave; brush,,,动词
148015,14801,5,"把瓜果等放在礤床儿上来回摩擦,使成细丝儿",grate a vegetable or fruit into shreds,,,动词
148111,14811,1,慢,slow; tardy,,,形容词
148112,14811,2,比规定的时间或合适的时间靠后,fall behind schedule; late,,,形容词
148113,14811,3,(Chí)姓。,a surname,,,名词
148211,14821,1,把固定或隐藏在其他物体里的东西往外拉;抽出,pull out; pull up,,,动词
148212,14821,2,吸出(毒气等),suck out; draw out,,,动词
148213,14821,3,挑选(多指人才),choose; select; pick (talent),,,动词
148214,14821,4,向高提,lift; raise,,,动词
148215,14821,5,超出;高出,stand out among; surpass,,,动词
148216,14821,6,夺取;攻克(据点、城池等),"capture; seize (stronghold, city, etc.)",,,动词
148217,14821,7,〈方dial.〉把东西放在凉水里使变凉,cool sth. in water,,,动词
148311,14831,1,红色,red,,,形容词
148312,14831,2,"依成方制成的颗粒状或粉末状的中药(从前道家炼药多用朱砂,所以称为‘丹’)","pellet; powder; Chinese medicine prepared according to a prescription (in former times oft. used by Taoist alchemists, hence called ‘dan’)",,,名词
148313,14831,3,指丹砂。,cinnabar,,,名词
148314,14831,4,(Dān)姓。,a surname,,,名词
148411,14841,1,那;那个(跟‘此’相对as compared with‘this’}),that; those; the other; another,,,代词
148412,14841,2,对方;他,other party; one's opponent,,,代词
148511,14851,1,移动物体的位置(多指笨重的或较大的),change the location of (large or heavy objects),,,动词
148512,14851,2,迁移,move from one place to another,,,动词
148611,14861,1,眉毛,eyebrow; brow,,,名词
148612,14861,2,指书页上方空白的地方,top margin of a page,,,名词
148711,14871,1,液体一点一点地向下落,drip; (of liquid) fall drop by drop,,,动词
148712,14871,2,使液体一点一点地向下落,let liquid fall drop by drop,,,动词
148713,14871,3,一点一点地向下落的液体,drops; beads,,,名词
