definition_id,hanzi,pinyin,pos,definition_cn,example_1,example_2,better
167611,辐,fú,名词,车轮中连接轮毂和轮圈的直杆,车船辐辏，形容交通繁忙的景象。,车轮的辐条需要定期检查，以确保行车安全。,2
167711,闷,mèn,形容词,情绪低落的状态。,他最近总是愁闷不乐，似乎有心事。,他最近工作压力大，心情总是很闷闷不乐。,2
167712,闷,mèn,形容词,封闭严实不透气。,房间里空气不流通，让人感到窒闷。,这个房间窗户紧闭，空气闷得让人透不过气来。,2
167721,闷,mēn,形容词,因气压低或空气不流通而产生的不适感,夏天的午后总是特别闷热，让人喘不过气来。,今天天气闷热，连风扇吹出来的风都是热的。,1
167722,闷,mēn,动词,封闭使不透气,茶刚泡上，闷一会儿再喝，这样味道会更浓郁。,妈妈把茶叶闷在罐子里，以保持茶叶的香气。,1
167723,闷,mēn,动词,沉默不语,他做事总是闷头儿干，不喜欢多说话。,他性格内向，遇到陌生人总是闷不吭声。,2
167724,闷,mēn,形容词,（方言）声音低沉不响亮,他说话闷声闷气的，听起来很没有精神。,这口钟的声音闷闷的，听起来不够清脆。,1
167725,闷,mēn,动词,待在室内不外出,他整天闷在家里看书，很少出门。,周末下雨，他闷在家里看了一整天的小说。,2
167811,涨,zhàng,动词,物体吸水后体积膨胀,豆子泡涨了，可以用来煮粥了。,豆子泡水后会涨大，体积能增加一倍。,1
167812,涨,zhàng,动词,头部充血发胀,最近工作压力太大，我总是感到头昏脑涨。,他气得满脸涨红，一句话也说不出来。,2
167813,涨,zhàng,动词,超出原定数量,这个月开销太大，钱花涨了，超出了预算。,这批货物实际重量比单据上涨了五公斤。,2
167821,涨,zhǎng,动词,（水位、价格等）上升,随着经济的发展，水涨船高，物价也逐渐上升。,最近河水上涨，已经漫过了堤岸。,2
167911,签,qiān,动词,在文件上署名,经理签发了一份重要文件。,请在合同最后一页签名，表示您同意条款。,2
167912,签,qiān,动词,简要批注,他提交了一份签呈，等待上级审批。,老师在我的作文上签了几条修改意见。,2
168111,贺,hè,动词,表达祝贺,我们向新婚夫妇表示祝贺，祝愿他们幸福美满。,我们准备了一份礼物，祝贺他考上理想的大学。,2
168211,耀,yào,动词,强烈照射,阳光照耀着大地，万物都显得生机勃勃。,阳光照耀着湖面，泛起粼粼波光。,2
168212,耀,yào,动词,炫耀,那群士兵在街上耀武扬威，引起了路人的不满。,他总是喜欢炫耀自己的新车，让人有点反感。,1
168213,耀,yào,名词,光芒,他的成就让家族感到无比光耀。,太阳的光芒照耀着大地，给万物带来温暖。,2
168214,耀,yào,名词,荣誉,获得这个奖项是她职业生涯中的莫大荣耀。,他在奥运会上获得金牌，为祖国争得了荣耀。,2
168311,辨,biàn,动词,区分不同事物的特征,经过仔细分析，他终于辨明了事情的真相。,我们需要仔细辨别这些相似的产品，以免买错。,2
168511,慰,wèi,动词,安抚，使心情平静,领导亲自前来慰劳奋战在一线的工作人员。,朋友的关心和安慰让我在困难时期感到温暖。,2
168512,慰,wèi,形容词,心安,听到这个好消息，他感到无比欣慰。,听到孩子平安的消息，母亲终于感到欣慰。,2
168611,颇,pō,形容词,偏向一边；不正,他的观点存在一定的偏颇。,这幅画挂得有些偏颇，需要调整一下位置。,1
168612,颇,pō,副词,程度较高；相当,这部电影的口碑颇佳，值得一看。,他对中国古代文学颇有研究，发表过许多论文。,2
168711,债,zhài,名词,欠他人的钱财或物品,为了渡过难关，他不得不借债维持生计。,他因为投资失败而欠下了巨额债务，生活陷入困境。,2
168911,逼,bī,动词,强迫；威胁,他试图通过威逼的方式让对方屈服。,歹徒持刀逼迫店主交出所有的现金。,1
168912,逼,bī,动词,勒索,地主派人逼租，农民们苦不堪言。,高利贷者经常逼债，让借款人苦不堪言。,2
168913,逼,bī,动词,接近,他用逼视的眼神盯着对方，试图找出破绽。,考试日期逼近，学生们都在紧张地复习功课。,2
168914,逼,bī,形容词,狭窄,这条小巷十分逼仄，仅容一人通过。,这条小巷逼仄狭窄，仅容一人通过。,1
169012,魂,hún,名词,指人的精神或情绪状态,她对那段梦魂萦绕的记忆始终无法释怀。,听到这个噩耗，他吓得魂飞魄散，半天说不出话来。,2
169013,魂,hún,名词,特指高尚的精神境界,国魂是民族精神的重要象征。,民族英雄的英魂永远活在人民的心中。,2
169111,匆,cōng,形容词,急;忙,因为时间紧迫，他匆忙收拾好行李就出发了。,他匆匆忙忙地吃完早餐，赶着去上班。,2
169211,旺,wàng,形容词,兴盛；蓬勃。,这家企业近年来发展兴旺，前景一片光明。,春天来了，草木生长得十分旺盛。,1
169212,旺,wàng,形容词,方言，表示数量多或充足。,她的奶水旺，孩子长得特别健康。,这家超市的货物品种旺，应有尽有。,1
169311,姻,yīn,名词,男女结合的关系,两家公司决定联姻，共同开拓市场。,他们的婚姻建立在深厚的感情基础上。,2
169411,吞,tūn,动词,不经咀嚼直接咽下,学习知识不能囫囵吞枣，要细细品味其中的道理。,小孩子吃药时常常不愿意嚼，直接吞下去。,1
169412,吞,tūn,动词,非法占有他人财物,他因侵吞公款而被依法惩处。,这个大国企图吞并周边的小国。,1
169511,甜,tián,形容词,像糖或蜜的味道。,这西瓜真甜，让人忍不住多吃几口。,这块蛋糕非常甜，适合喜欢甜食的人。,1
169512,甜,tián,形容词,形容感觉舒适或愉快。,他睡得真甜。,听到好消息后，她的心里甜滋滋的。,2
169711,搭,dā,动词,架设,工程师正在搭桥，以便行人可以安全过河。,工人们正在搭脚手架准备施工。,2
169712,搭,dā,动词,悬挂,把衣服搭在竹竿上，让它们晾干。,她把湿衣服搭在晾衣架上晒干。,2
169713,搭,dā,动词,连接,两根电线搭上了，结果导致了短路。,这两条铁路在下一站会搭在一起。,2
169714,搭,dā,动词,添加,把这些钱搭上就够了，不需要再额外花费了。,这次活动还需要搭上一些宣传费用。,1
169715,搭,dā,动词,搭配,粗粮和细粮搭着吃，营养更加均衡。,这件外套可以搭一条围巾更时尚。,2
169716,搭,dā,动词,共同抬起,把桌子搭起来在下面垫上几块砖，这样可以防止地面潮湿。,他们一起搭起帐篷准备露营。,2
169717,搭,dā,动词,乘坐（交通工具）,搭轮船到上海，沿途欣赏美丽的风景。,明天早上我要搭飞机去北京出差。,2
169811,屏,bǐng,动词,控制呼吸,他屏着呼吸，生怕发出一点声音。,他屏住呼吸，静静地等待猎物出现。,2
169812,屏,bǐng,动词,排除或放弃,我们需要屏除杂念，专注于眼前的任务。,他屏住呼吸，静静地等待猎物靠近。,1
169821,屏,bīng,形容词,形容惶恐的样子,不胜屏待命之至。,臣屏营惶恐，不知如何应对陛下的询问。,2
169831,屏,píng,名词,用于遮挡的家具,画屏是一种传统的装饰艺术品。,客厅里摆放着一扇精美的木质屏风。,2
169833,屏,píng,动词,遮蔽或保护,屏蔽是一种有效的保护措施。,高大的树木为村庄屏挡了强烈的风沙。,2
169911,掩,yǎn,动词,遮盖；隐藏,她掩口而笑，似乎听到了什么有趣的事情。,她用双手掩住脸庞，不让人看到她在哭泣。,2
169912,掩,yǎn,动词,关闭；合上,他掩卷沉思，仿佛陷入了深深的思考之中。,出门前请记得把窗户掩好，以免下雨淋湿房间。,1
169913,掩,yǎn,动词,被门或盖子夹住,手被门掩了一下，疼得他直皱眉头。,他关抽屉时不小心掩到了手指，疼得直跳脚。,2
169914,掩,yǎn,动词,趁人不备进行袭击,敌军趁夜色掩杀过来，打了我们一个措手不及。,军队趁夜色掩袭敌营，取得了出其不意的胜利。,2
170011,涌,chōng,名词,方言指河汊，多用于地名,雨季来临，河涌的水位迅速上涨。,这条小河涌的水流平缓，两岸长满了芦苇。,2
170021,涌,yǒng,动词,液体或气体向上冒,听到这个消息，她泪如泉涌，无法抑制自己的情感。,温泉从地下涌出，冒着腾腾的热气。,2
170022,涌,yǒng,动词,从液体或气体中显现,雨过天晴，涌出一轮明月。,清晨的山谷中涌起薄薄的雾气，宛如仙境。,2
170023,涌,yǒng,名词,特指波长极长、速度极快的半圆形海浪,一个大涌滚过来，气势汹汹地冲向岸边。,海面上突然涌起巨浪，渔船不得不紧急返航。,1
170211,汤,tāng,名词,热水或沸水。,农民们常用温汤浸种，以提高种子的发芽率。,服务员端来一壶滚烫的热汤，冒着白色的蒸汽。,1
170212,汤,tāng,名词,特指温泉（现多用于地名）。,小汤山（在北京）是一个著名的温泉度假胜地。,小汤山温泉是北京著名的疗养胜地。,2
170213,汤,tāng,名词,食物煮后所得的汁水,妈妈煮了一锅香喷喷的米汤，大家都喝得很满足。,妈妈熬的骨头汤味道鲜美，营养丰富。,2
170214,汤,tāng,名词,多汁的菜肴。,晚餐时，她端上一碗热腾腾的豆腐汤。,今晚的晚餐有三菜一汤，荤素搭配很均衡。,2
170215,汤,tāng,名词,中药煎煮后的液体药剂。,中医开了一副柴胡汤，用来治疗感冒。,中医建议他每天饭后服用一碗苦口的汤药。,2
170221,汤,shāng,形容词,水流浩荡的样子。,河水汤在阳光下泛着粼粼波光，显得格外美丽。,长江之水汤汤，奔流不息向东而去。,2
170311,岭,lǐng,名词,顶上有路可通行的山,远处的一道岭在晨雾中若隐若现。,我们沿着蜿蜒的山岭小路，终于登上了山顶。,2
170312,岭,lǐng,名词,高大的山脉,南岭是中国南方的重要山脉之一。,喜马拉雅山脉是世界上最雄伟的高岭之一。,2
170313,岭,lǐng,名词,特指大庾岭等五岭,岭南地区以其独特的文化和气候闻名。,五岭逶迤腾细浪，乌蒙磅礴走泥丸。,2
170411,拟,nǐ,动词,起草或设计（文件、方案等）,他拟了一个计划草案，准备提交给领导审阅。,设计师正在拟一份全新的建筑方案。,1
170412,拟,nǐ,动词,计划或意图做某事,我们拟于明天起程，前往目的地开始新的旅程。,他拟在下个月去欧洲旅行，正在准备签证材料。,2
170413,拟,nǐ,动词,模仿或效仿,竹节虫通过拟态隐藏自己，避免被天敌发现。,这幅画拟了宋代山水画的风格，十分传神。,2
170414,拟,nǐ,动词,比较或类比,诗人在作品中用比拟的手法描绘了春天的美好。,他的才华拟于古人，令人叹服。,1
170415,拟,nǐ,动词,推测或假设,虚拟技术正在改变我们的生活方式和工作模式。,科学家拟设了一种新的理论来解释这个现象。,2
170511,慧,huì,形容词,聪明,智慧是人类最宝贵的财富之一。,她天资聪慧，小小年纪就精通三门外语。,2
170611,郎,láng,名词,古代官职名称。,侍郎是古代官职的一种，地位较高。,唐代诗人杜甫曾任左拾遗，是个清要的郎官。,2
170612,郎,láng,名词,对某类人的称呼。,货郎挑着担子走街串巷，叫卖各种商品。,货郎挑着担子走街串巷，叫卖各种小商品。,2
170613,郎,láng,名词,女子对丈夫或情人的称呼。,古时女子常称自己的丈夫为“郎君”。,"新婚妻子娇羞地唤道：""郎君，该用膳了。""",2
170614,郎,láng,名词,旧时对他人儿子的称呼。,大郎，该喝药了。,令郎天资聪颖，将来必成大器。,2
170711,瘦,shòu,形容词,脂肪少，体型纤细,"这块肉太肥,我要瘦点儿的。",经过三个月的健身训练，他瘦了整整十公斤。,2
170712,瘦,shòu,形容词,(食用的肉)脂肪少(跟‘肥’相对),"这块肉太肥,我要瘦点儿的。",这道清蒸鱼选用瘦鱼肉，口感鲜嫩不油腻。,2
170713,瘦,shòu,形容词,衣物窄小,"裤子做得太瘦了,可以往肥里放一下。",这条牛仔裤太瘦了，穿起来很不舒服。,2
170714,瘦,shòu,形容词,土地贫瘠,瘦田需要更多的肥料才能提高产量。,这块瘦地种不出好庄稼，需要多施肥改良。,2
170811,阅,yuè,动词,浏览文字内容,阅览室里有很多书籍供人阅读。,校长仔细阅完了学生的毕业论文，并写了评语。,2
170812,阅,yuè,动词,检视队伍,阅兵仪式上，士兵们步伐整齐划一。,国庆节当天，三军仪仗队接受了首长的检阅。,2
170813,阅,yuè,动词,亲身经历,阅历丰富的人往往更有智慧。,他阅尽人间沧桑，对世事早已看透。,2
170911,辆,liàng,量词,量词，用于车,一辆汽车停在了路边。,停车场里整齐地停放着几十辆崭新的汽车。,2
171011,填,tián,动词,把凹陷地方垫平或塞满,填坑工作需要耐心和细致。,工人们正在用砂石填平这条坑坑洼洼的道路。,2
171012,填,tián,动词,补充不足,填补漏洞是当务之急。,我们需要再填一些资金才能完成这个项目。,2
171013,填,tián,动词,在表格或文件中填写信息,填表时请务必填写真实信息。,请仔细阅读表格内容后再填写个人信息。,2
171112,袖,xiù,动词,将物品藏于衣袖中,他袖着手站在寒风中。,他袖着双手站在门口，一副悠闲自在的样子。,2
171211,匀,yún,形容词,分布或分配均匀,颜色涂得不匀，需要重新修补。,妈妈把面团揉得非常匀，做出来的馒头特别松软。,2
171212,匀,yún,动词,使变得均匀,把粉匀匀地撒在蛋糕表面。,炒菜时要记得把调料搅拌均匀，这样味道才好。,2
171213,匀,yún,动词,分出一部分给他人或他用,匀出一部分粮食支援灾区。,我匀了一些零食给弟弟，免得他老是眼馋。,2
171312,娃,wá,名词,方言中指某些幼小的动物,鸡娃教育让许多家长感到焦虑。,池塘里游着一群可爱的小鱼娃，吸引了许多孩子围观。,2
171411,筒,tǒng,名词,粗大的竹子中空部分。,竹筒饭是云南的一种特色美食。,爷爷用竹筒给我做了一个漂亮的水杯，既环保又实用。,2
171412,筒,tǒng,名词,管状的容器或部件。,书桌上摆放着一个精美的笔筒。,她把彩色铅笔都装在一个笔筒里，桌面顿时整洁多了。,2
171511,豪,háo,名词,具有杰出才能的人,这位将军是真正的英豪，为国家立下了赫赫战功。,李白是唐代著名的诗豪，他的作品流传千古。,2
171512,豪,háo,形容词,"气魄大;直爽痛快,没有拘束的",他的性格十分豪放，从不拘泥于小节。,他为人豪爽大方，朋友们都很喜欢和他相处。,2
171513,豪,háo,形容词,指有钱有势,豪门子弟的生活总是令人羡慕不已。,这个豪门家族的婚礼办得极其奢华，吸引了全城关注。,2
171514,豪,háo,形容词,强横,在那个动荡的年代，地方上的豪强横行霸道。,那个豪强仗势欺人，最终受到了法律的制裁。,2
171611,籍,jí,名词,书籍或记录的统称。,图书馆里收藏了许多珍贵的古籍。,图书馆里收藏着数以万计的珍贵典籍。,2
171612,籍,jí,名词,祖居或出生的地方,他一直怀念自己的原籍，经常回去探亲。,我的籍贯是山东，但我从小在北京长大。,2
171613,籍,jí,名词,个人与国家、组织的隶属关系,国籍是一个人法律上的身份归属。,他的党籍因为违纪行为被暂时冻结了。,2
171711,餐,cān,动词,吃（饭）,周末我们组织了一次聚餐，大家都玩得很开心。,我们每天都要按时用餐，保持健康的饮食习惯。,1
171712,餐,cān,名词,饭食,午餐时间到了，大家纷纷放下手头的工作去吃饭。,这家餐厅的早餐非常丰盛，有各种中西式餐点。,2
171812,轰,hōng,动词,指雷声、炮击或爆炸发出的声响,敌军对这座城市进行了猛烈的轰炸。,敌军的大炮轰击了整整一夜，整个城市都在颤抖。,2
171813,轰,hōng,动词,驱赶、使离开,小时候，村里的孩子们喜欢用弹弓轰麻雀。,牧羊人用鞭子把羊群轰回了羊圈，防止它们走散。,2
171911,尘,chén,名词,细小灰土,工厂里的粉尘污染严重，需要采取措施治理。,书架上积满了厚厚的灰尘，看来很久没人打扫了。,2
171912,尘,chén,名词,人世间,红尘滚滚，世间繁华不过过眼云烟。,他看破红尘，决定出家为僧，远离世俗的烦恼。,2
172011,敲,qiāo,动词,击打物体使其发声,有人轻轻敲门，我连忙起身去开门。,老师轻轻地敲了敲黑板，提醒学生们集中注意力。,2
172111,帐,zhàng,名词,用布、纱或绸子等做成的遮蔽用的东西,夏天的时候，人们常用蚊帐来防止蚊虫叮咬。,露营时我们搭起了帐篷，准备在野外过夜。,2
172211,撞,zhuàng,动词,运动物体猛然相碰,清晨的寺庙里，僧人按时撞钟，声音回荡在山谷间。,他在拐角处不小心撞到了一位提着菜篮的老奶奶。,2
172212,撞,zhuàng,动词,偶然遇见,不想见他，偏撞上他，真是让人感到尴尬。,昨天我在超市撞见了多年未见的老同学，真是意外之喜。,2
172213,撞,zhuàng,动词,尝试探索,这次投资完全是撞运气，没想到竟然成功了。,他故意用话撞我，想试探我对这件事的真实态度。,2
172214,撞,zhuàng,动词,鲁莽地行动,那辆车横冲直撞地驶过街道，差点撞到行人。,那个莽汉横冲直撞地闯进了会议室，打断了重要谈判。,2
172411,牢,láo,名词,饲养牲畜的围栏。,虽然已经迟了，但亡羊补牢，为时未晚。,农夫每天清晨都要去牢里给牛羊添加新鲜的草料。,1
172412,牢,láo,名词,祭祀用的牲畜。,太牢（原指牛、羊、猪三牲，后也专指祭祀用的牛）是古代重要的祭品之一。,在古代祭祀仪式上，牢是指专门用于祭祀的牲畜。,2
172413,牢,láo,名词,监狱。,他因犯罪被关进了监牢，失去了自由。,那个罪犯被判了十年，现在正在牢里反省自己的罪行。,2
172414,牢,láo,形容词,坚固；持久。,他们的友谊牢不可破，经历了许多考验依然坚固如初。,这座桥建造得非常牢固，可以抵御百年一遇的洪水。,2
172611,盲,máng,形容词,丧失视觉能力,盲人在日常生活中需要更多的帮助和关怀。,这位盲人钢琴家用音乐照亮了自己的人生道路。,2
172612,盲,máng,形容词,对事物缺乏认知,文盲在现代社会中会面临很多困难，因此教育显得尤为重要。,在投资理财方面，他完全是个盲人，经常被虚假宣传欺骗。,2
172613,盲,máng,副词,不加思考地行动,盲动的行为往往会导致失败，因此我们需要深思熟虑后再行动。,不要盲从网络上的流行趋势，要有自己的判断力。,2
172721,腊,là,名词,农历十二月，因古代在此月举行腊祭而得名。,腊肉是中国传统的腌制食品，味道独特且耐储存。,腊月是一年中最寒冷的月份，人们开始准备年货过年。,2
172722,腊,là,名词,腊月腌制的鱼、肉等食品。,每年冬天，家家户户都会制作腊肉以备过年食用。,外婆做的腊肠风味独特，是我们家年夜饭的必备菜肴。,2
172811,锐,ruì,形容词,尖锐，与“钝”相对。,他的言辞非常尖锐，直接指出了问题的核心所在。,这把新买的剪刀非常锐利，剪纸毫不费力。,2
172812,锐,ruì,名词,勇往直前的气势。,经过一段时间的休养，他终于养精蓄锐，准备迎接新的挑战。,年轻运动员们斗志昂扬，锐气十足地迎接比赛。,2
172813,锐,ruì,形容词,快速而强烈的。,公司决定采取锐进的市场策略，以迅速占领市场份额。,疫情初期，确诊病例数量呈现锐增趋势。,2
172911,返,fǎn,动词,回到原处,每天往返于家和公司之间，已经成为他的生活常态。,他出差一周后终于返家，家人准备了丰盛的晚餐。,2
173011,骗,piàn,动词,欺骗；用谎言使人上当,他编造了一个故事来骗人，结果被当场揭穿。,那个骗子用虚假的投资项目骗走了老人的积蓄。,2
173012,骗,piàn,动词,骗取,骗子利用虚假信息骗钱，最终受到了法律的严惩。,他冒充警察骗取了商店老板的信任，偷走了收银机里的钱。,2
173111,骑,qí,动词,跨坐在牲口或交通工具上,他喜欢骑马。,每天清晨，他都会骑着自行车沿着湖边锻炼身体。,2
173112,骑,qí,动词,跨坐两边,这张票据需要骑缝盖章。,这座古老的石桥骑跨在两条河流的交汇处，已有数百年历史。,2
173113,骑,qí,名词,骑乘的动物,他的坐骑是一匹白马。,将军的坐骑是一匹来自西域的汗血宝马，威风凛凛。,2
173114,骑,qí,名词,骑兵；骑马者,轻骑是一种快速的交通工具。,古代战场上，骑兵的机动性往往能决定战役的胜负。,2
173211,扣,kòu,动词,固定或连接,他正在扣扣子。,出门前记得把外套的扣子都扣好，外面风很大。,2
173215,扣,kòu,动词,从总额中减去部分金额,工资中将扣除一部分税款。,迟到一次就要扣掉全勤奖金的百分之十。,2
173311,寺,sì,名词,古代中国的官署名称,大理寺是古代的一个重要司法机构。,唐代的大理寺是当时最高的司法机构。,2
173312,寺,sì,名词,佛教的宗教建筑，用于供奉佛像和进行宗教活动,碧云寺坐落在山脚下。,这座千年古寺每年都吸引大量游客前来参观。,2
173511,醉,zuì,形容词,"饮酒过量,神志不清",路边躺着一个醉汉。,他昨晚喝得酩酊大醉，今天早上头疼得厉害。,2
173512,醉,zuì,动词,沉迷;过分爱好,他对音乐十分醉心。,她醉心于古典音乐，收集了数百张黑胶唱片。,2
173513,醉,zuì,动词,用酒泡制(食品),奶奶每年都会制作美味的醉枣，让我们全家都赞不绝口。,这道醉虾是用上等白酒泡制而成的。,2
173612,纹,wén,名词,物体表面的花纹或纹理。,每个人的指纹都是独一无二的，因此可以用来进行身份识别。,这块丝绸上的云纹图案非常精美。,2
173711,纺,fǎng,动词,将纤维材料如丝、麻、棉、毛等加工成纱或线。,在古代，纺纱是妇女们日常生活中非常重要的一项工作。,奶奶年轻时经常纺线织布，给全家人做衣服。,2
173712,纺,fǎng,名词,一种比绸子更轻薄透气的丝织品。,这种布料叫做杭纺，质地轻薄且透气性好。,这件纺绸旗袍穿在身上既凉爽又舒适。,2
173811,泰,tài,形容词,安定平和的状态,面对突发状况，他依然能够泰然自若地处理问题。,国泰民安是每个国家领导人的最大心愿。,1
173812,泰,tài,形容词,程度达到极点,泰西是一个历史悠久的地方，拥有许多迷人的风景名胜。,泰山被誉为五岳之首，风景极其壮丽。,2
173813,泰,tài,形容词,过度或过分,他的解释过于简略泰甚，以至于我们都没能完全理解。,这位官员的言辞泰过，引起了民众的不满。,2
173911,盟,méng,名词,团体、阶级或国家间的联合,工农联盟是中国革命取得胜利的重要基础之一。,两国领导人签署了和平盟约，结束了长期的敌对状态。,2
173912,盟,méng,形容词,通过结拜形成的亲属关系,他和盟兄从小一起长大，感情深厚如同亲兄弟一般。,他们三人是盟兄弟，从小一起长大，感情深厚。,2
174021,辟,bì,名词,古代对君主的称呼,历史告诉我们，任何企图复辟旧制度的行为最终都会失败。,古代臣子觐见辟时，必须行三跪九叩之礼。,2
174031,辟,pì,动词,开拓、创建新领域,各家自辟园地，培育树苗，为村庄增添了一片绿意。,政府计划辟一条新的高速公路，以缓解交通压力。,2
174032,辟,pì,形容词,分析深入透彻,这篇文章的观点分析得十分精辟，令人深受启发。,他的分析精辟入里，让人不得不佩服。,2
174033,辟,pì,动词,反驳错误的言论或谣言,针对网络上的谣言，官方及时发布声明进行了辟谣。,专家辟谣说，这种食物并不会致癌，大家可以放心食用。,1
174034,辟,pì,动词,防止或消除不良影响,人们常常用一些传统方法来辟邪，以求平安无事。,这种药物可以辟邪气，帮助身体恢复健康。,1
174036,辟,pì,名词,法律条文或规定,在古代，大辟（指死刑）是一种严厉的刑罚手段。,古代的法律称为辟，是治理国家的重要工具。,1
174037,辟,pì,动词,皇帝召见并授予官职,通过辟举的方式，朝廷选拔了许多有才能的人才。,皇帝辟他为翰林学士，负责起草重要文书。,2
174111,丛,cóng,动词,聚集；集合在一起,这片森林里的植物丛生，形成了一个天然的绿色屏障。,这片森林里丛生着各种珍稀植物，是研究的好地方。,1
174112,丛,cóng,名词,密集生长的草木,孩子们喜欢在草丛中捉迷藏，享受无忧无虑的童年时光。,花园里的花丛中，蝴蝶翩翩起舞，美不胜收。,2
174113,丛,cóng,名词,聚集在一起的人或事物,节日的广场上人丛熙攘，热闹非凡。,图书馆的书丛中，总能找到你想要的答案。,1
174211,拒,jù,动词,抵抗、抵挡,他始终抗拒任何不合理的请求。,士兵们英勇拒敌，保卫了祖国的边疆。,2
174212,拒,jù,动词,不接受、不同意,来者不拒，去者不留。,他婉拒了对方的邀请，因为已经有其他安排。,2
174311,忧,yōu,形容词,忧愁。,她最近总是忧闷不乐。,她最近忧心忡忡，似乎有什么心事。,2
174312,忧,yōu,名词,使人忧愁的事。,国家的忧患意识是民族进步的动力。,他的脸上写满了忧，似乎有什么心事让他无法释怀。,2
174313,忧,yōu,动词,担心；忧虑。,不要像杞人忧天那样自寻烦恼。,母亲总是忧心忡忡，担心孩子们在外面的安全。,2
174314,忧,yōu,名词,指父母的丧事。,他因父亲去世而回家丁忧。,他因父亲的忧而请假回家奔丧。,2
174511,躲,duǒ,动词,隐藏或避开,突然下起了大雨，我们赶紧找个地方躲雨。,下雨了，孩子们纷纷躲到屋檐下避雨。,1
174611,纤,qiàn,名词,拉船用的绳索,纤绳是船工用来拉船的重要工具。,船夫们用力拉着纤绳，将船只缓缓拖向上游。,2
174621,纤,xiān,形容词,非常细小,房间里打扫得一尘不染，纤尘不染。,她的手指纤细修长，非常适合弹钢琴。,2
174711,肖,xiào,动词,相像、类似,他的外貌酷肖其父亲。,这幅肖像画惟妙惟肖，几乎和真人一模一样。,2
174812,悬,xuán,动词,公开宣布或展示,警方发布悬赏，希望知情者提供线索。,政府悬赏十万元，征集破案线索。,2
174814,悬,xuán,形容词,未解决或未确定,这起案件成为了一桩悬案，至今未破。,这个案子悬而未决，已经拖了整整三年。,2
174815,悬,xuán,动词,心中牵挂,观众对电影结局充满悬念。,她心里一直悬着，担心远方的亲人是否平安。,2
174816,悬,xuán,动词,没有依据地想象,他们悬拟了一个大胆的计划。,不要总是悬想那些不可能发生的事情，应该脚踏实地。,2
174817,悬,xuán,形容词,差距很大,两地之间的文化差异悬隔甚远。,两队的实力悬殊，比赛结果毫无悬念。,2
174818,悬,xuán,形容词,处于危险状态,一个人摸黑走山路，真悬！,这座桥年久失修，走上去感觉有点悬。,2
174911,旱,hàn,形容词,长时间无降水或降水不足（与“涝”相对）,今年的旱灾导致农作物大量减产。,今年夏天持续高温少雨，导致多地出现严重旱情。,2
174912,旱,hàn,形容词,与水无关的,爷爷喜欢抽旱烟，味道很特别。,旱冰场里挤满了年轻人，他们穿着旱冰鞋滑来滑去。,2
174913,旱,hàn,形容词,非水田的；陆地上的,这片旱地因为长期缺水，已经无法种植庄稼。,这片旱地常年缺水，农作物很难生长。,2
174914,旱,hàn,形容词,陆地交通,由于洪水冲毁了桥梁，他们只能选择旱路绕行。,古代丝绸之路主要通过旱路连接东西方。,2
175011,晋,jìn,动词,进入；前进,晋见。,学习如逆水行舟，不进则退。,1
175012,晋,jìn,动词,提升职位或等级,他凭借出色的表现成功晋级比赛的下一轮。,他在公司表现优异，今年成功晋升为部门经理。,2
175013,晋,jìn,名词,周朝国名，位于今山西等地,这种晋种方法在农业领域得到了广泛应用。,晋国在春秋时期曾是北方的一个强大诸侯国。,2
175014,晋,jìn,名词,"朝代,公元265—420,司马炎所建。",这种晋种方法在农业领域得到了广泛应用。,晋朝是中国历史上一个重要的朝代，分为西晋和东晋。,2
175015,晋,jìn,名词,后晋,这种晋种方法在农业领域得到了广泛应用。,后晋是五代十国时期的一个短命王朝。,2
175016,晋,jìn,名词,山西省的别称,这种晋种方法在农业领域得到了广泛应用。,山西简称晋，有着悠久的历史和丰富的文化遗产。,2
175017,晋,jìn,名词,姓氏,这种晋种方法在农业领域得到了广泛应用。,晋先生是我们公司新来的财务总监。,2
175018,晋,jìn,动词,浸泡在液体中,这种晋种方法在农业领域得到了广泛应用。,他把药材浸泡在酒里，制作药酒。,2
175019,晋,jìn,动词,液体渗透,衣服让汗晋湿了,雨水渐渐渗入土壤，滋润了干渴的庄稼。,2
175020,晋,jìn,副词,逐步；渐渐,友情晋厚。,随着时间推移，他对这项工作的兴趣日渐浓厚。,2
175121,祭,jì,动词,举行仪式纪念祖先或神灵,祭坛是古代用来祭祀天地的重要场所。,清明节时，人们会祭祀祖先，表达哀思。,2
175122,祭,jì,动词,为死者举行纪念仪式,公祭死难烈士。,在英雄纪念碑前，人们献上鲜花祭奠逝去的英烈。,2
175211,誉,yù,名词,社会评价和声望,荣誉是一个人通过努力获得的崇高称号。,他一生清廉正直，在民间享有极高的声誉。,2
175212,誉,yù,动词,给予正面评价,他的作品虽然备受争议，但也经历了毁誉参半的过程。,老师高度赞誉了这位学生在科研上的突出贡献。,2
175311,谱,pǔ,名词,系统编排的参考书籍,年谱记录了这位伟人一生中的重要事件。,这本家谱详细记载了我们家族五百年的历史。,2
175312,谱,pǔ,名词,指导练习的指南或图表,这本画谱详细介绍了中国传统绘画技法。,初学者可以按照乐谱上的指法图示练习钢琴。,2
175313,谱,pǔ,名词,音乐曲调记录,歌谱上标注了每一句歌词的音符和节奏。,这首古典音乐的曲谱非常复杂，需要专业的音乐家才能演奏。,2
